feature	ham_probability	spam_probability
btl	4.547809070241366e-07	3.580956473474065e-06
btu	1.978296945554994e-05	3.580956473474065e-06
btus	7.503884965898254e-06	2.984130394561721e-07
btw	1.8191236280965463e-06	1.7904782367370325e-06
bu	5.229980430777571e-06	3.1034956103441896e-05
bub	2.273904535120683e-07	4.476195591842581e-06
bubble	1.0005179954531004e-05	1.1041282459878366e-05
bubbles	1.5917331745844781e-06	1.1936521578246883e-06
bubert	2.0465140816086147e-06	2.984130394561721e-07
buchanan	7.731275419410322e-06	3.580956473474065e-06
bucharest	4.547809070241366e-07	3.879369512930237e-06
buchenwald	2.273904535120683e-07	2.6857173551055487e-06
buchwald	2.273904535120683e-07	2.6857173551055487e-06
buck	5.229980430777571e-06	1.0742869420422195e-05
buckaroo	2.273904535120683e-07	3.282543434017893e-06
buckboard	2.273904535120683e-07	3.282543434017893e-06
bucket	2.273904535120683e-06	4.774608631298753e-06
bucketed	2.273904535120683e-07	3.282543434017893e-06
bucketfull	2.273904535120683e-07	3.879369512930237e-06
buckets	2.501294988632751e-06	2.3873043156493766e-06
buckeye	2.273904535120683e-07	3.580956473474065e-06
buckhorn	2.273904535120683e-07	2.9841303945617208e-06
buckle	4.547809070241366e-07	1.4920651972808604e-06
buckley	1.0459960861555141e-05	2.0888912761932045e-06
bucknell	1.5917331745844781e-06	2.6857173551055487e-06
bucks	3.865637709705161e-06	2.6260347472143143e-05
buckshot	2.273904535120683e-07	3.580956473474065e-06
buckskin	2.273904535120683e-07	2.6857173551055487e-06
buckwheat	2.273904535120683e-07	3.879369512930237e-06
bucolic	2.273904535120683e-07	4.774608631298753e-06
bud	1.3643427210724097e-06	4.177782552386409e-06
budapest	2.273904535120683e-07	2.9841303945617208e-06
budd	6.821713605362049e-07	2.3873043156493766e-06
buddha	2.273904535120683e-07	7.758739025860474e-06
buddhism	2.273904535120683e-07	5.073021670754925e-06
buddies	9.095618140482732e-07	2.6857173551055487e-06
buddings	2.273904535120683e-07	1.7904782367370325e-06
buddy	1.1142132222091346e-05	1.1041282459878366e-05
budge	6.821713605362049e-07	3.580956473474065e-06
budget	0.00010209831362691866	6.326356436470848e-05
budgetary	4.547809070241366e-07	2.9841303945617208e-06
budgeted	7.503884965898254e-06	1.7904782367370325e-06
budgeting	2.501294988632751e-06	2.984130394561721e-07
budgets	1.2279084489651688e-05	5.6698477496672695e-06
buds	2.273904535120683e-07	2.3873043156493766e-06
budweiser	2.273904535120683e-07	1.2533347657159227e-05
buehler	9.3230085939948e-06	1.4920651972808604e-06
buena	2.273904535120683e-07	4.774608631298753e-06
buenos	5.229980430777571e-06	1.0444456380966022e-05
buergler	2.273904535120683e-06	2.984130394561721e-07
buerkle	3.1834663491689563e-06	2.984130394561721e-07
buff	2.273904535120683e-07	3.879369512930237e-06
buffalo	2.956075895656888e-06	3.879369512930237e-06
buffer	9.095618140482732e-07	4.774608631298753e-06
buffet	2.956075895656888e-06	4.774608631298753e-06
buffeted	1.1369522675603416e-06	5.968260789123442e-07
buffett	1.2279084489651688e-05	1.4622238933352431e-05
bufflehead	2.273904535120683e-07	2.3873043156493766e-06
buffoon	2.273904535120683e-07	2.0888912761932045e-06
buffy	2.273904535120683e-07	1.7904782367370325e-06
bug	7.95866587292239e-06	9.250804223141334e-06
bugaboo	2.273904535120683e-07	3.580956473474065e-06
bugeyed	2.273904535120683e-07	2.0888912761932045e-06
bugging	1.1369522675603416e-06	3.580956473474065e-06
buggy	6.821713605362049e-07	6.565086868035786e-06
bugle	4.547809070241366e-07	3.879369512930237e-06
bugs	8.640837233458596e-06	4.177782552386409e-06
buick	2.273904535120683e-07	2.6857173551055487e-06
buiid	2.273904535120683e-07	8.952391183685162e-06
buiider	2.273904535120683e-07	2.5365108353774627e-05
buiiders	2.273904535120683e-07	1.2234934617703054e-05
buiiding	2.273904535120683e-07	1.9695260604107355e-05
buiit	2.273904535120683e-07	7.758739025860474e-06
buik	2.273904535120683e-07	7.758739025860474e-06
buil	2.273904535120683e-07	8.65397814422899e-06
build	8.959183868375491e-05	0.0001217525200981182
builder	4.775199523753434e-06	3.31238473796351e-05
builders	6.821713605362049e-07	1.432382589389626e-05
building	0.00016963327832000296	7.997469457425411e-05
buildings	1.1824303582627552e-05	8.952391183685162e-06
buildinq	2.273904535120683e-07	9.847630302053678e-06
builds	6.59432315184998e-06	8.355565104772818e-06
buildup	4.547809070241366e-07	4.774608631298753e-06
builetin	2.273904535120683e-07	3.580956473474065e-06
built	4.979850931914296e-05	5.6400064457216524e-05
builtin	2.273904535120683e-07	2.9841303945617208e-06
buisness	4.547809070241366e-07	1.7904782367370325e-06
bujumbura	2.273904535120683e-07	2.9841303945617208e-06
bul	2.273904535120683e-07	1.0444456380966022e-05
bulb	2.273904535120683e-06	2.6857173551055487e-06
bulblet	2.273904535120683e-07	3.282543434017893e-06
bulgaria	1.3643427210724097e-06	1.3130173736071571e-05
bulge	4.547809070241366e-07	1.7904782367370325e-06
bulk	2.137470263013442e-05	9.549217262597506e-05
bulkhead	2.273904535120683e-07	4.476195591842581e-06
bulky	4.547809070241366e-07	3.282543434017893e-06
bull	6.139542244825844e-06	2.327621707758142e-05
bullcomber	2.273904535120683e-07	1.7904782367370325e-06
bulldog	2.273904535120683e-07	2.9841303945617208e-06
bulldoze	2.273904535120683e-07	4.177782552386409e-06
bullet	1.614472219935685e-05	1.1041282459878366e-05
bulleted	1.3643427210724097e-06	8.952391183685162e-07
bulletin	1.0232570408043073e-05	2.8946064827248692e-05
bulletins	6.821713605362049e-07	2.3873043156493766e-06
bulletproof	6.821713605362049e-07	2.6857173551055487e-06
bullets	9.3230085939948e-06	2.3873043156493766e-06
bullfinch	2.273904535120683e-07	2.9841303945617208e-06
bullfrog	2.273904535120683e-07	2.9841303945617208e-06
bullhead	2.273904535120683e-07	2.9841303945617208e-06
bullhide	2.273904535120683e-07	3.879369512930237e-06
bullish	1.3416036757212029e-05	5.9682607891234416e-06
bullock	4.547809070241366e-07	2.6857173551055487e-06
bulls	4.320418616729298e-06	8.952391183685162e-07
bullseye	2.273904535120683e-07	2.9841303945617208e-06
bullwhack	2.273904535120683e-07	3.282543434017893e-06
bully	4.547809070241366e-07	1.7904782367370325e-06
bullyboy	2.273904535120683e-07	4.177782552386409e-06
bulrush	2.273904535120683e-07	2.0888912761932045e-06
bulwark	2.273904535120683e-07	4.177782552386409e-06
bulwarking	2.273904535120683e-07	2.6857173551055487e-06
bum	6.821713605362049e-07	3.580956473474065e-06
bumble	2.273904535120683e-07	2.9841303945617208e-06
bumblebee	2.273904535120683e-07	2.0888912761932045e-06
bump	3.865637709705161e-06	4.476195591842581e-06
bumped	2.0465140816086147e-06	2.984130394561721e-07
bumper	4.547809070241366e-07	3.282543434017893e-06
bumping	1.5917331745844781e-06	2.984130394561721e-07
bumps	2.0465140816086147e-06	2.984130394561721e-07
bumptious	4.547809070241366e-07	3.580956473474065e-06
bun	2.273904535120683e-07	3.879369512930237e-06
bunch	7.276494512386185e-06	5.9682607891234416e-06
bundestag	2.273904535120683e-07	3.879369512930237e-06
bundie	2.273904535120683e-07	5.6698477496672695e-06
bundle	9.095618140482732e-07	4.3568303760601125e-05
bundled	9.3230085939948e-06	1.7904782367370325e-06
bundles	2.273904535120683e-07	2.9841303945617208e-06
bundoora	2.273904535120683e-07	3.879369512930237e-06
bundy	2.273904535120683e-07	2.3873043156493766e-06
bungalow	2.273904535120683e-07	3.282543434017893e-06
bungle	2.273904535120683e-07	3.282543434017893e-06
bunk	2.273904535120683e-07	3.879369512930237e-06
bunkmate	2.273904535120683e-07	3.282543434017893e-06
bunny	6.821713605362049e-07	5.9682607891234416e-06
bunsen	2.273904535120683e-07	5.371434710211097e-06
bunt	2.273904535120683e-07	2.6857173551055487e-06
bunyan	2.273904535120683e-07	1.7904782367370325e-06
buoy	4.547809070241366e-07	1.1339695499334539e-05
buoyant	4.547809070241366e-07	4.774608631298753e-06
buoyed	3.6382472561930927e-06	2.984130394561721e-07
bupa	3.1834663491689563e-06	2.984130394561721e-07
bupropion	2.273904535120683e-07	9.250804223141334e-06
burbank	4.547809070241366e-07	1.4920651972808604e-06
burberry	3.1834663491689563e-06	6.266673828579614e-06
burch	2.273904535120683e-07	7.16191294694813e-06
burchfield	7.049104058874117e-06	2.984130394561721e-07
burden	1.3870817664236165e-05	5.371434710211097e-06
burdened	1.1369522675603416e-06	1.4920651972808604e-06
burdens	1.8191236280965463e-06	2.984130394561721e-07
burdensome	6.821713605362049e-07	3.879369512930237e-06
burdock	2.273904535120683e-07	9.847630302053678e-06
bureau	1.068735131506721e-05	1.2533347657159227e-05
bureaucracy	9.095618140482732e-07	2.3873043156493766e-06
bureaucrat	1.3643427210724097e-06	2.3873043156493766e-06
bureaucratic	1.5917331745844781e-06	3.282543434017893e-06
bureaus	2.273904535120683e-07	5.073021670754925e-06
buret	2.273904535120683e-07	1.7904782367370325e-06
burette	2.273904535120683e-07	2.3873043156493766e-06
burg	2.273904535120683e-07	2.6857173551055487e-06
burgeon	2.273904535120683e-07	4.774608631298753e-06
burgeoning	1.5917331745844781e-06	2.6857173551055487e-06
burger	6.821713605362049e-07	1.7904782367370325e-06
burgess	1.1369522675603416e-06	2.0888912761932045e-06
burgher	2.501294988632751e-06	4.476195591842581e-06
burglar	2.273904535120683e-07	5.371434710211097e-06
burglarproof	2.273904535120683e-07	3.879369512930237e-06
burglary	2.273904535120683e-07	3.282543434017893e-06
burgundy	6.821713605362049e-07	2.9841303945617208e-06
burial	2.273904535120683e-07	4.774608631298753e-06
buried	2.273904535120683e-06	1.163810853879071e-05
burk	1.3643427210724097e-06	5.968260789123442e-07
burke	4.775199523753434e-06	4.177782552386409e-06
burkina	2.273904535120683e-07	4.177782552386409e-06
burl	2.273904535120683e-07	3.580956473474065e-06
burlap	2.273904535120683e-07	2.0888912761932045e-06
burleson	5.229980430777571e-06	2.984130394561721e-07
burlesque	2.273904535120683e-07	2.9841303945617208e-06
burley	2.273904535120683e-07	1.7904782367370325e-06
burlington	2.0465140816086146e-05	4.177782552386409e-06
burly	4.547809070241366e-07	4.177782552386409e-06
burma	2.273904535120683e-07	2.3873043156493766e-06
burmese	2.273904535120683e-07	3.282543434017893e-06
burn	8.186056326434459e-06	2.745399962996783e-05
burned	4.0930281632172295e-06	3.879369512930237e-06
burner	2.273904535120683e-06	1.2831760696615399e-05
burners	2.273904535120683e-07	3.879369512930237e-06
burnertip	1.5917331745844781e-06	2.984130394561721e-07
burnett	3.4108568026810243e-06	2.9841303945617208e-06
burnham	5.684761337801707e-06	2.6857173551055487e-06
burning	6.8217136053620485e-06	2.0590499722475874e-05
burnish	2.273904535120683e-07	1.7904782367370325e-06
burnout	4.547809070241366e-07	3.879369512930237e-06
burns	9.3230085939948e-06	1.999367364356353e-05
burnside	2.273904535120683e-07	4.177782552386409e-06
burnt	1.3643427210724097e-06	6.266673828579614e-06
burp	2.273904535120683e-07	4.774608631298753e-06
burr	2.273904535120683e-07	2.6857173551055487e-06
burro	2.273904535120683e-07	2.9841303945617208e-06
burroughs	1.8191236280965463e-06	5.073021670754925e-06
burrow	4.547809070241366e-07	3.282543434017893e-06
burry	1.8191236280965463e-06	5.968260789123442e-07
bursitis	2.273904535120683e-07	4.476195591842581e-06
burst	4.547809070241366e-06	3.7003216892565334e-05
bursty	2.273904535120683e-07	2.3873043156493766e-06
burt	1.3643427210724097e-06	3.879369512930237e-06
burton	2.933336850305681e-05	4.476195591842581e-06
burtt	2.273904535120683e-07	2.6857173551055487e-06
burundi	2.273904535120683e-07	2.0888912761932045e-06
bury	4.547809070241366e-07	4.774608631298753e-06
bus	3.615508210841886e-05	2.1784151880300563e-05
busby	4.775199523753434e-06	5.968260789123442e-07
busca	2.273904535120683e-07	7.460325986404302e-06
buscador	2.273904535120683e-07	1.1936521578246883e-06
buscar	2.273904535120683e-07	2.0888912761932045e-06
buscas	2.273904535120683e-07	2.6857173551055487e-06
busch	9.095618140482732e-07	7.758739025860474e-06
buses	2.501294988632751e-06	2.3873043156493766e-06
bush	8.413446779946527e-05	1.4025412854440087e-05
bushel	2.273904535120683e-07	1.7904782367370325e-06
bushmaster	2.273904535120683e-07	1.7904782367370325e-06
bushnell	2.273904535120683e-07	2.9841303945617208e-06
bushwhack	2.273904535120683e-07	3.282543434017893e-06
bushy	2.273904535120683e-07	2.9841303945617208e-06
busi	6.821713605362049e-07	2.6857173551055487e-06
busier	1.5917331745844781e-06	2.984130394561721e-07
busiest	4.547809070241366e-06	2.9841303945617208e-06
busines	9.095618140482732e-07	8.952391183685162e-07
business	0.0014653040824317682	0.0016045669131558372
businesses	0.00021852222582509763	0.00012831760696615399
businessito	2.273904535120683e-07	1.7904782367370325e-06
businessman	9.095618140482732e-07	6.863499907491958e-06
businessmen	1.1369522675603416e-06	4.476195591842581e-06
businessweek	8.640837233458596e-06	3.282543434017893e-06
busp	2.273904535120683e-07	5.9682607891234416e-06
buspar	2.273904535120683e-07	1.2234934617703054e-05
buss	2.7286854421448195e-06	3.580956473474065e-06
bussell	6.59432315184998e-06	2.984130394561721e-07
bust	7.276494512386185e-06	6.565086868035786e-06
bustamante	2.0465140816086147e-06	5.968260789123442e-07
bustard	2.273904535120683e-07	3.879369512930237e-06
busted	1.3643427210724097e-06	8.952391183685162e-07
buster	9.095618140482732e-07	4.177782552386409e-06
busting	4.547809070241366e-07	2.9841303945617208e-06
bustle	4.547809070241366e-07	4.476195591842581e-06
busy	4.388635752782918e-05	2.9244477866704862e-05
but	0.0018950720395695772	0.0013834428509188138
butadiene	2.273904535120683e-07	5.6698477496672695e-06
butalbital	2.273904535120683e-07	1.014604334150985e-05
butane	4.547809070241366e-07	5.9682607891234416e-06
butch	1.1369522675603416e-06	5.371434710211097e-06
butcher	6.821713605362049e-07	1.4920651972808604e-06
butchery	2.273904535120683e-07	2.9841303945617208e-06
butene	2.273904535120683e-07	3.580956473474065e-06
buteo	2.273904535120683e-07	3.879369512930237e-06
butkus	3.6382472561930927e-06	2.984130394561721e-07
butler	9.095618140482732e-06	4.177782552386409e-06
butt	1.1369522675603416e-06	3.580956473474065e-06
butte	1.5917331745844781e-06	2.6857173551055487e-06
butter	9.095618140482732e-07	1.1936521578246883e-06
butterball	2.273904535120683e-07	3.879369512930237e-06
buttercup	2.273904535120683e-07	3.879369512930237e-06
butterfat	2.273904535120683e-07	2.9841303945617208e-06
butterfield	2.273904535120683e-07	3.879369512930237e-06
butterfly	9.095618140482732e-07	3.580956473474065e-06
buttermilk	2.273904535120683e-07	2.6857173551055487e-06
butternut	2.273904535120683e-07	1.4920651972808604e-06
buttery	4.547809070241366e-07	1.7904782367370325e-06
buttock	2.273904535120683e-07	5.073021670754925e-06
buttocker	2.273904535120683e-07	2.9841303945617208e-06
button	4.206723389973263e-05	5.1028629747005424e-05
buttonhole	2.273904535120683e-07	3.282543434017893e-06
buttons	5.684761337801707e-06	1.0742869420422195e-05
buttonweed	2.273904535120683e-07	4.177782552386409e-06
buttress	9.095618140482732e-07	3.282543434017893e-06
buttrick	2.273904535120683e-07	1.7904782367370325e-06
butts	4.320418616729298e-06	2.984130394561721e-07
butyl	9.095618140482732e-07	4.177782552386409e-06
butyrate	2.273904535120683e-07	2.3873043156493766e-06
butyric	2.273904535120683e-07	2.6857173551055487e-06
buuyy	2.273904535120683e-07	5.6698477496672695e-06
buxom	2.273904535120683e-07	1.7904782367370325e-06
buxton	2.273904535120683e-07	3.282543434017893e-06
buy	0.0003872459423310523	0.0004670164067489093
buyback	4.434113843485332e-05	2.984130394561721e-07
buybacks	6.59432315184998e-06	2.984130394561721e-07
buychepmeds	2.273904535120683e-07	5.9682607891234416e-06
buyer	7.39018973914222e-05	1.4920651972808604e-05
buyers	5.320936612182398e-05	3.401908649800362e-05
buying	0.00011937998809383585	5.669847749667269e-05
buyout	4.547809070241366e-05	2.9841303945617208e-06
buys	3.0242930317105083e-05	3.282543434017893e-06
buzz	3.6382472561930927e-06	8.952391183685162e-06
buzzard	2.273904535120683e-07	5.073021670754925e-06
buzzer	2.273904535120683e-07	2.3873043156493766e-06
buzzing	6.821713605362049e-07	1.1936521578246883e-05
buzzsaw	2.273904535120683e-07	2.6857173551055487e-06
buzzword	9.095618140482732e-07	2.9841303945617208e-06
buzzy	2.273904535120683e-07	4.177782552386409e-06
bv	9.095618140482732e-07	1.6711130209545636e-05
bvgari	2.273904535120683e-07	7.758739025860474e-06
bvlgari	2.273904535120683e-07	1.6412717170089463e-05
bvlgaries	2.273904535120683e-07	5.6698477496672695e-06
bvlgary	2.273904535120683e-07	2.0888912761932045e-06
bw	2.0465140816086147e-06	4.774608631298753e-06
bwnbsp	2.273904535120683e-07	1.7904782367370325e-06
bx	2.273904535120683e-07	2.0888912761932045e-06
by	0.004494144923212518	0.003182575065800075
byargeon	2.7286854421448195e-06	2.984130394561721e-07
bye	4.775199523753434e-06	2.864765178779252e-05
byebye	2.273904535120683e-07	2.6857173551055487e-06
byers	4.547809070241366e-07	2.9841303945617208e-06
bygone	2.273904535120683e-07	3.282543434017893e-06
bylaw	2.273904535120683e-07	2.9841303945617208e-06
bylem	1.3643427210724097e-06	2.984130394561721e-07
byline	1.1369522675603416e-06	3.580956473474065e-06
bylo	3.1834663491689563e-06	2.984130394561721e-07
bypass	7.276494512386185e-06	6.565086868035786e-06
bypassing	2.273904535120683e-07	2.0888912761932045e-06
bypath	2.273904535120683e-07	4.476195591842581e-06
byproduct	1.1369522675603416e-06	2.9841303945617208e-06
byrd	1.1369522675603416e-06	2.3873043156493766e-06
byrne	4.547809070241366e-07	3.282543434017893e-06
byroad	2.273904535120683e-07	4.774608631298753e-06
byron	6.59432315184998e-06	2.9841303945617208e-06
byronic	2.273904535120683e-07	3.879369512930237e-06
bystander	4.547809070241366e-07	3.879369512930237e-06
byte	4.547809070241366e-07	4.177782552386409e-06
bytes	1.5917331745844781e-06	2.984130394561721e-07
byway	2.273904535120683e-07	2.9841303945617208e-06
byword	4.547809070241366e-07	3.282543434017893e-06
byzantine	2.273904535120683e-06	4.774608631298753e-06
byzantium	2.273904535120683e-07	1.7904782367370325e-06
bz	6.821713605362049e-07	1.7904782367370325e-06
bze	2.273904535120683e-07	3.282543434017893e-06
c	0.0008513498579491836	0.0007860199459275572
ca	0.00011505956947710655	0.00023335899685472656
caalls	2.273904535120683e-07	7.460325986404302e-06
caan	2.273904535120683e-07	1.7904782367370325e-06
cab	2.956075895656888e-06	4.774608631298753e-06
cabal	2.273904535120683e-07	3.580956473474065e-06
cabana	2.273904535120683e-07	2.0888912761932045e-06
cabaret	2.273904535120683e-07	2.6857173551055487e-06
cabbage	2.273904535120683e-07	5.9682607891234416e-06
cabdriver	2.273904535120683e-07	5.371434710211097e-06
cabie	2.273904535120683e-07	1.2234934617703054e-05
cabin	2.0465140816086147e-06	6.863499907491958e-06
cabinet	1.2279084489651688e-05	8.057152065316645e-06
cabinetmake	2.273904535120683e-07	2.9841303945617208e-06
cabinetry	2.273904535120683e-07	4.774608631298753e-06
cabinets	3.865637709705161e-06	1.1936521578246883e-06
cabins	4.547809070241366e-07	2.0888912761932045e-06
cable	1.750906492042926e-05	0.00010742869420422194
cablefilter	2.273904535120683e-07	2.3873043156493766e-06
cablefilterz	2.273904535120683e-07	4.476195591842581e-06
cables	2.0465140816086147e-06	6.863499907491958e-06
cabling	1.5917331745844781e-06	8.952391183685162e-07
cabo	9.095618140482732e-07	2.3873043156493766e-06
cabrera	2.7286854421448195e-06	1.1936521578246883e-06
cac	9.095618140482732e-07	1.4920651972808604e-06
cacao	2.273904535120683e-07	4.774608631298753e-06
cachalot	2.273904535120683e-07	2.9841303945617208e-06
cache	2.273904535120683e-06	8.65397814422899e-06
caches	1.5917331745844781e-06	2.984130394561721e-07
cackle	2.273904535120683e-07	5.073021670754925e-06
cacm	2.273904535120683e-07	2.9841303945617208e-06
cacophonist	2.273904535120683e-07	5.371434710211097e-06
cacophony	2.273904535120683e-07	2.6857173551055487e-06
cacti	2.273904535120683e-07	1.7904782367370325e-06
cactus	9.095618140482732e-07	6.266673828579614e-06
cacuminous	2.273904535120683e-07	2.0888912761932045e-06
cad	5.912151791313776e-06	3.879369512930237e-06
cada	2.273904535120683e-07	1.2533347657159227e-05
cadastro	2.273904535120683e-07	2.3873043156493766e-06
cadaver	2.273904535120683e-07	2.9841303945617208e-06
cadaverous	2.273904535120683e-07	3.282543434017893e-06
caddis	2.273904535120683e-07	5.371434710211097e-06
caddy	2.273904535120683e-07	5.6698477496672695e-06
cadent	2.273904535120683e-07	3.580956473474065e-06
cadenza	2.273904535120683e-07	4.177782552386409e-06
cadet	2.273904535120683e-07	4.476195591842581e-06
cadillac	4.547809070241366e-07	4.177782552386409e-06
cadmium	4.547809070241366e-07	2.6857173551055487e-06
cadre	9.095618140482732e-07	4.476195591842581e-06
cady	4.547809070241366e-07	2.0888912761932045e-06
caes	4.547809070241366e-07	1.7904782367370325e-06
caesar	1.5917331745844781e-06	3.282543434017893e-06
caf	9.095618140482732e-07	2.6857173551055487e-06
cafe	5.684761337801707e-06	2.6857173551055487e-06
cafes	2.273904535120683e-07	5.371434710211097e-06
cafeteria	1.1369522675603416e-06	2.3873043156493766e-06
caffeine	6.821713605362049e-07	1.3726999814983916e-05
cage	1.3643427210724097e-06	1.4920651972808604e-06
cagey	2.273904535120683e-07	2.6857173551055487e-06
cahill	2.273904535120683e-07	2.9841303945617208e-06
cahoot	2.273904535120683e-07	3.879369512930237e-06
cai	2.273904535120683e-07	3.282543434017893e-06
caicuiated	2.273904535120683e-07	3.879369512930237e-06
caida	1.5689941292332713e-05	5.968260789123442e-07
caiendar	2.273904535120683e-07	5.6698477496672695e-06
caiiber	2.273904535120683e-07	3.580956473474065e-06
caiif	2.273904535120683e-07	4.476195591842581e-06
caiifornia	2.273904535120683e-07	1.5219065012264775e-05
caiils	2.273904535120683e-07	4.177782552386409e-06
cail	2.273904535120683e-07	1.3428586775527743e-05
cailed	2.273904535120683e-07	5.6698477496672695e-06
cailer	2.273904535120683e-07	2.0888912761932045e-06
cailing	2.273904535120683e-07	2.6857173551055487e-06
caiman	2.273904535120683e-07	3.282543434017893e-06
cain	1.1369522675603416e-06	2.6857173551055487e-06
caine	2.273904535120683e-07	2.9841303945617208e-06
cairn	9.3230085939948e-06	2.6857173551055487e-06
cairo	4.547809070241366e-07	4.774608631298753e-06
caiso	3.979332936461195e-05	2.984130394561721e-07
caitech	2.273904535120683e-07	2.6857173551055487e-06
caixa	2.273904535120683e-07	1.7904782367370325e-06
caja	2.273904535120683e-07	2.9841303945617208e-06
cajole	4.547809070241366e-07	1.4920651972808604e-06
cake	2.956075895656888e-06	3.580956473474065e-06
cakewalk	2.273904535120683e-07	7.758739025860474e-06
cal	6.480627925093946e-05	2.02920866830197e-05
calabrese	2.0465140816086147e-06	2.984130394561721e-07
calais	2.273904535120683e-07	1.7904782367370325e-06
calamitous	6.821713605362049e-07	1.4920651972808604e-06
calamity	4.547809070241366e-07	5.9682607891234416e-06
calamus	2.273904535120683e-07	3.282543434017893e-06
calc	1.7963845827453397e-05	5.968260789123442e-07
calcagno	3.4108568026810243e-06	2.984130394561721e-07
calcareous	2.273904535120683e-07	3.580956473474065e-06
calcify	2.273904535120683e-07	3.580956473474065e-06
calcine	2.273904535120683e-07	3.879369512930237e-06
calcing	1.3643427210724097e-06	2.984130394561721e-07
calcite	2.273904535120683e-07	3.879369512930237e-06
calcuiated	2.273904535120683e-07	2.6857173551055487e-06
calculable	2.273904535120683e-07	1.0444456380966022e-05
calculate	2.79690257819844e-05	1.0444456380966022e-05
calculated	2.774163532847233e-05	3.580956473474065e-06
calculates	6.8217136053620485e-06	4.177782552386409e-06
calculating	1.6599503106380986e-05	1.4920651972808604e-06
calculation	3.979332936461195e-05	5.6698477496672695e-06
calculations	2.273904535120683e-05	1.4920651972808604e-06
calculator	4.320418616729298e-06	8.355565104772818e-06
calculi	2.273904535120683e-07	4.177782552386409e-06
calculus	9.095618140482732e-07	3.879369512930237e-06
calcutta	2.273904535120683e-07	3.282543434017893e-06
calder	2.273904535120683e-07	2.9841303945617208e-06
caldera	2.273904535120683e-07	2.0888912761932045e-06
caldwell	4.547809070241366e-07	3.879369512930237e-06
calea	2.273904535120683e-07	1.7904782367370325e-06
caleb	4.547809070241366e-07	3.580956473474065e-06
caledonia	1.8191236280965463e-06	5.968260789123442e-07
calendar	5.821195609908948e-05	2.6857173551055485e-05
calendars	1.6599503106380986e-05	1.1936521578246883e-06
calender	1.8191236280965463e-06	2.984130394561721e-07
calendrical	2.273904535120683e-07	3.879369512930237e-06
calf	4.547809070241366e-07	2.9841303945617208e-06
calfskin	2.273904535120683e-07	2.9841303945617208e-06
calgary	5.752978473855328e-05	1.2533347657159227e-05
calger	0.00011392261720954622	2.984130394561721e-07
calhoun	6.821713605362049e-07	2.0888912761932045e-06
cali	4.775199523753434e-06	9.847630302053678e-06
caliber	2.956075895656888e-06	7.460325986404302e-06
calibrate	3.4108568026810243e-06	2.9841303945617208e-06
calibrated	5.002589977265502e-06	2.984130394561721e-07
calibration	5.912151791313776e-06	2.984130394561721e-07
calibre	2.273904535120683e-07	2.6857173551055487e-06
calico	2.273904535120683e-07	3.580956473474065e-06
calidad	2.273904535120683e-07	3.282543434017893e-06
calied	2.273904535120683e-07	3.580956473474065e-06
calier	2.273904535120683e-07	1.7904782367370325e-06
calif	1.9100798095013735e-05	1.3726999814983916e-05
california	0.0007640319238005495	8.176517281099114e-05
californians	7.731275419410322e-06	5.968260789123442e-07
californium	2.273904535120683e-07	2.6857173551055487e-06
caliper	2.273904535120683e-07	3.879369512930237e-06
caliph	2.273904535120683e-07	3.282543434017893e-06
caliphate	2.273904535120683e-07	4.476195591842581e-06
calis	2.273904535120683e-07	4.177782552386409e-06
calisthenic	2.273904535120683e-07	3.580956473474065e-06
calkins	2.273904535120683e-07	3.879369512930237e-06
call	0.0010062027567909022	0.00033064164771743867
callable	3.4108568026810243e-06	2.984130394561721e-07
callaghan	4.547809070241366e-07	2.3873043156493766e-06
callahan	3.6382472561930927e-06	3.580956473474065e-06
calle	4.547809070241366e-07	9.549217262597506e-06
called	0.0001971475231949632	9.041915095522014e-05
caller	2.0465140816086147e-06	7.16191294694813e-06
callers	6.139542244825844e-06	1.7904782367370325e-06
calligraph	2.273904535120683e-07	2.6857173551055487e-06
calligraphy	2.273904535120683e-07	2.9841303945617208e-06
calling	4.866155705158262e-05	2.864765178779252e-05
calliope	2.273904535120683e-07	3.580956473474065e-06
callisto	2.273904535120683e-07	2.9841303945617208e-06
callitrichaceous	2.273904535120683e-07	2.0888912761932045e-06
callous	2.273904535120683e-07	3.580956473474065e-06
calls	0.0001025530945339428	5.6400064457216524e-05
callus	4.547809070241366e-07	5.073021670754925e-06
calm	2.001035990906201e-05	9.847630302053678e-06
calme	1.728167446691719e-05	2.984130394561721e-07
calming	1.5917331745844781e-06	2.3873043156493766e-06
calmly	4.547809070241366e-07	1.7904782367370325e-06
calms	2.273904535120683e-07	3.580956473474065e-06
caloric	2.273904535120683e-07	3.282543434017893e-06
calorie	2.273904535120683e-07	6.863499907491958e-06
calories	2.273904535120683e-07	3.282543434017893e-06
calorimeter	2.273904535120683e-07	2.3873043156493766e-06
calorized	2.273904535120683e-07	1.2831760696615399e-05
calpers	1.4780379478284439e-05	2.984130394561721e-07
calpine	9.618616183560488e-05	2.984130394561721e-07
calspreadopt	1.5917331745844781e-06	2.984130394561721e-07
caltech	6.821713605362049e-07	6.266673828579614e-06
calumet	2.273904535120683e-07	3.282543434017893e-06
calumniate	2.273904535120683e-07	4.177782552386409e-06
calumny	4.547809070241366e-07	5.371434710211097e-06
calvary	2.273904535120683e-07	4.177782552386409e-06
calve	2.273904535120683e-07	3.879369512930237e-06
